JobTitle,job_role,Company,City,Column1,Province,remote?,Salary,Summary,experience?
data analyst - informatics and systems,business/data analyst,EU Health and Innovations Inc.,Thornhill,, ON,NO,"$81,000 a year","Management Systems (erp or db).
Business Equipment and Computer Applications.",no info
Media Research Analyst,business/data analyst,Cision,Montreal,, QC,NO,,"Monitor client performance, conduct data analysis as stipulated throughout each reporting period (weekly - quarterly).
Flexible PTO and work arrangements.",no info
"Senior Analyst, Data Governance",business/data analyst,Deloitte,Toronto,, ON,NO,,"This may include the presentation of data quality findings and data management education;
Knowledge of practices/technology in areas such as data stewardship,…",no info
"Sn Analyst, Data Stewardship",business/data analyst,Loblaw Companies Limited,Brampton,, ON,NO,,"In this role, you continuously learn about the data and the business, to align data efforts with business means and maximize the value derived from the data.",no info
Data Quality Analyst,business/data analyst,Home Trust Company,Toronto,, ON,NO,,"Experience with data quality and data governance procedures and practices.
1-3 years of experience analyzing, profiling, reporting and managing data issues for…",experience required
Sr. Data Analyst,business/data analyst,Rogers Communications,Toronto,, ON,NO,,"Use SAS and SQL to extract data from “Big Data” sources.
Reporting to the Sr. Manager of Analytics, the successful candidate will be a motivated and energetic…",no info
Data Analyst,business/data analyst,District M,Montreal,, QC,NO,,"Adept at applying analytic methods (e.g. linear regression, visualization, optimization) to big data sets in order to generate actionable business insights •…",no info
Business Analyst,business/data analyst,Absolute Software,Vancouver,, BC,NO,,"Developing custom data models and algorithms to apply to data sets.
Assessing the effectiveness and accuracy of data sources and data gathering techniques.",no info
Junior Data Analyst,business/data analyst,Ayima,Vancouver,, BC,NO,,"Familiarity with digital marketing data sources.
You will support the SEO and Paid Media teams by building and maintaining custom Data Studio reports,…",no info
Information Systems Analyst and Coordinator,business/data analyst,John Aarts Group of Companies,London,, ON,NO,,"Manage data and hardware security and risk of threats.
Participate and/or manage online social and marketing tools.
Forecast and monitor system performance.",no info
Analyste d'affaires | Business Analyst,business/data analyst,INTEGRIM,Montreal,, QC,NO,"$65,000 a year","Lead data collection client workshops with client;
L’intégration de solutions en gestion électronique de documents pour ces clients.",no info
Senior Client Service Analyst - Consumer Health,business/data analyst,IQVIA,Kirkland,, QC,NO,,"Demonstrates the ability to perform data analysis.
Under broad guidance, responsible for delivery and client support of the Consumer Health database.",no info
Analyst (Media),business/data analyst,Mindshare,Toronto,, ON,NO,,"Collect performance data from internal and external data sources.
The ability to tell a meaningful story using data.
How you will make an IMPACT:",no info
Data Analyst,business/data analyst,SnapTravel,Toronto,, ON,NO,,"Data-driven Culture: you will be an ambassador for our data-driven culture, taking data and using it to answer business questions and drive strategy & decision…",no info
Business System Analyst,business/data analyst,Canadian National Railway,Montreal,, QC,NO,,"Demonstrated experience analyzing data and generating reports as needed.
Experience documenting data requirements working on any ERP integration project with…",experience required
Clinical Data Analyst - Decision Support - Temp Full-time,business/data analyst,Grand River Hospital,Kitchener,, ON,NO,,"Demonstrated strong critical thinking, analytical skills, problem solving skills including addressing data discrepancies.",no info
"Senior Advisor, Business intelligence",others,Desjardins,Montreal,, QC,NO,,"As a senior business intelligence advisor, you help develop and use tools and methods to collect, compile, model and restore the organization’s physical and non…",no info
Business Intelligence Analyst - Decision Support,business/data analyst,London Health Sciences Centre,London,, ON,NO,$36.98 - $46.23 an hour,"Demonstrated advanced experience in design, modeling and documentation in BI and data warehousing.
Reporting to Manager, Decision Support, the Business…",experience required
Data Research Analyst,business/data analyst,Morningstar,Toronto,, ON,NO,,"Assisting with collection and organization of data from various data sources.
Experience working with large data sets.",experience required
Business Analyst,business/data analyst,Fraser Health,Surrey,, BC,NO,,"Conduct and prepare business cases and analysis on key strategic business initiatives by compiling information, compiling and analyzing the data and reporting…",no info
SuccessFactors Reporting Analyst,business/data analyst,opentext,Waterloo,, ON,NO,,"Have proven extensive relevant experience in understanding People data analysis and reporting.
OpenText is looking for strong candidate to be part of a diverse…",experience required
Demand Planning Analyst,business/data analyst,Cardinal Health,Mississauga,, ON,NO,,"Reviewing historical sale trends, research demand drivers, prepare forecast data, develop statistical forecast models, evaluate forecast results.",no info
CPFR Analyst,business/data analyst,Spin Master Ltd,Toronto,, ON,NO,,"Provide weekly Amazon Born to Run and Forecast recommendations using strong data analytics.
Ability to create and maintain business presentations, excel files,…",no info
DevOps Analyst,business/data analyst,TMX Group Limited,Montreal,, QC,NO,,"Ability to quickly identify issues and performance bottlenecks by recognizing patterns in data analytics.
Knowledge of FIX protocol, order management system and…",no info
Project Analyst,business/data analyst,Shared Health,Manitoba,,MB,NO,,We have opportunities for project analysts who will provide business analysis services on a wide variety of dynamic health system transformation projects.,no info
Senior Business Analyst (Contract),business/data analyst,Electronic Arts,Vancouver,, BC,NO,,"Understand Agile software development methodology and data processing principles.
Collaborate with EA internal and external stakeholders including: development…",no info
Data Governance Analyst,business/data analyst,FCT,Oakville,, ON,NO,,"Analyze data as required to assess data quality and usefulness.
Create documentation to catalogue all data assets and how data travels throughout the…",no info
Senior Business Analyst - Advance (Meditech Expanse) - Health Informatics,business/data analyst,Fraser Health,Surrey,, BC,NO,,"Engage in multiple initiatives and will be responsible for project planning, business requirements gathering, data analysis and supporting the execution of…",no info
Partnerships Data Analyst,business/data analyst,Neo Financial,Calgary,, AB,NO,,"Perform analytics to extract additional value out of merchant data.
Support Partnerships team with merchant data requests, including lead creation, data…",no info
Analyst GIS Mapping,business/data analyst,Enbridge,Chatham-Kent,, ON,NO,,"Create monthly MobileViewer data, QAQC data and distribute.
Develop data queries to support specific initiatives and ad-hoc reporting of the Hexagon GIS data.",no info
HRIS Systems and Data Analyst,business/data analyst,Avison Young,Toronto,, ON,NO,,"Data driven and detail-oriented to ensure accuracy of data and reports.
Standardized Operating Procedures: Documenting processes, identifying HR concerns, and…",no info
"Analyst, HR Data Management",business/data analyst,Nutrien Ltd.,Saskatoon,, SK,NO,,"Experience using business analytics to problem solve data-driven questions.
Be the central point of contact related to regular HR master data questions.",experience required
Business Analyst #800-82-21,business/data analyst,Ontario Northland,North Bay,, ON,NO,,"Documents and analyzes required information and data.
College diploma or university degree in the field of business administration, computer science, finance,…",no info
Member Data Analyst,business/data analyst,Connect First Credit Union,Calgary,, AB,NO,,"Writes queries and programs to connect multiple data sources, import data, and transform data for use in business intelligence applications.",no info
Senior Data Reporting Analyst,business/data analyst,Mogo Finance Technology Inc.,Vancouver,, BC,NO,,"Collate and analyze data across multiple products to understand member life-time value.
Communicate and liaise with other data analysts and product managers to…",no info
Research Analyst I,business/data analyst,University Health Network,Toronto,, ON,NO,$24.61 - $30.76 an hour,"Experience with data management and supporting/utilizing data management systems.
Experience in leading and conducting workflow analysis, value stream mapping,…",experience required
Market Research Analyst,business/data analyst,Data Sciences,Montreal,, QC,NO,"$52,000 - $62,000 a year","Work with other members of the research team to collect data .
Clean and recode raw survey data.
Help analyze survey data and produce insights.",no info
IT (information technology) business analyst,business/data analyst,BIZ EMPOWER INC.,Mississauga,, ON,NO,$41 an hour,"Assess physical and technical security risks to data, software and hardware.
Confer with clients to identify and document requirements.",no info
Demand Planning Analyst,business/data analyst,Cardinal Health,Mississauga,, ON,NO,,"Reviewing historical sale trends, research demand drivers, prepare forecast data, develop statistical forecast models, evaluate forecast results.",no info
Sales Operations Analyst,business/data analyst,Nestle,North York,, ON,NO,,"Maintain and update CRM master data and manage data rules.
Monitor and improve data quality.
Support and resolve user access or data entry issues.",no info
Business Analytics Analyst,business/data analyst,OLG,Toronto,, ON,NO,,"Extract meaningful data from large, complex databases using SQL and transform the data into insights for the business.",no info
Waste Management Analyst,business/data analyst,City of Richmond Hill,Richmond Hill,, ON,NO,$40.65 - $47.82 an hour,"Conduct research, benchmark and analyze data to provide service level recommendations for consideration by the Manager.
Rate of Pay $40.65 - $47.82 Hourly.",no info
POS Business Analyst,business/data analyst,Jesta I.S.,Montreal,, QC,NO,,"Work with marketing, clients and IT to help resolve process gaps.
Create documentation of current process for business case development, projects and supporting…",no info
CPFR Analyst,business/data analyst,Spin Master Ltd,Toronto,, ON,NO,,"Provide weekly Amazon Born to Run and Forecast recommendations using strong data analytics.
Ability to create and maintain business presentations, excel files,…",no info
database analyst,business/data analyst,Tamarack Freight LTD,Brampton,, ON,NO,$39 an hour,"Research and document data requirements, data collection and administration policy, and data access rules.
Operate database management systems to analyze data.",no info
"Business Analyst, System Optimization (Performance Reporting)",business/data analyst,Fraser Health,Surrey,, BC,NO,,"Provide leadership and support to the System Optimization department by applying expert knowledge in user research, data analysis, data mining and performance…",no info
Senior Data Analyst,business/data analyst,Behavox,Montreal,, QC,NO,,"Own the design and development of applications for Behavox CRX to effectively aggregate, analyze and represent data, find patterns, outliers and generate…",no info
Data Analyst,business/data analyst,Day & Ross Inc.,Fredericton,, NB,NO,,"Five years of experience as a business or data analyst.
Collaborate with the data team on data construction and cleansing activities to support the IT…",experience required
Business Transformation Analyst,business/data analyst,Seaspan Ship Management Ltd.,Vancouver,, BC,NO,,"Specialize in development of business cases, stakeholder analysis, use case development, business value analysis and information system strategic planning.",no info
"Senior Advisor, Business intelligence",others,Desjardins,Montreal,, QC,NO,,"As a senior business intelligence advisor, you help develop and use tools and methods to collect, compile, model and restore the organization’s physical and non…",no info
Business Analyst,business/data analyst,Esri Canada,Vancouver,, BC,NO,,"Analyze and model business needs by producing relevant business documents such as use cases, cost-benefit analysis, process modeling, data flow diagrams etc.",no info
Salesforce Business Systems Analyst,business/data analyst,opentext,Waterloo,, ON,NO,,"Being a top performing business systems analyst with knowledge in the Sales & Marketing space.
To be successful, the senior business systems analyst’s focus…",no info
"Senior Analyst, Derivative Operations",business/data analyst,BC IMC,Victoria,, BC,NO,,"Prepare and review model selection and calibration to market data, and market data selection (eg. historical vs implied volatility) for all derivatives in the…",no info
Business Intelligence Analyst - Decision Support,business/data analyst,London Health Sciences Centre,London,, ON,NO,$36.98 - $46.23 an hour,"Demonstrated advanced experience in design, modeling and documentation in BI and data warehousing.
Reporting to Manager, Decision Support, the Business…",experience required
"Analyst II, Data Science",business/data analyst,Moneris Solutions Corporation,Etobicoke,, ON,NO,,Partner with data engineering and data analytics teams to use and understand data pipelines for data science usage.,no info
securities research analyst,business/data analyst,Vincent Investment Products Inc.,Unionville,, ON,NO,$36 - $39 an hour,"Business Equipment and Computer Applications.
Evaluate financial risk, prepare financial forecasts, financing scenarios and other documents concerning capital…",no info
Search Engine Optimization Senior Analyst,business/data analyst,Accenture,Montreal,, QC,NO,,"Defining and building keyword lists based on clients’ objectives and market opportunity, using a mix of proprietary tools, analytics data, and PPC data.",no info
Business Analyst,business/data analyst,Manulift E.M.I. Ltée,Varennes,, QC,NO,,"Manage security and data access;
Ensure the quality of the database by importing data and managing duplicates;
Maintain and optimize the CRM application;",no info
Strategic Business Analyst,business/data analyst,CMLS Financial Ltd.,Vancouver,, BC,NO,,"Experience working with PowerPoint and the ability to present data in a meaningful and impactful way.
When appropriate/required, the analyst will lead business…",experience required
Junior IT Business Analyst,business/data analyst,BBA,Mont-Saint-Hilaire,, QC,NO,,"Design processes and map data models.
Reporting to the Team Leader, Business Analysis and Architecture, the IT Business Analyst (BA) links the needs of business…",no info
Business Analyst,business/data analyst,Absolute,Vancouver,, BC,NO,,"Developing custom data models and algorithms to apply to data sets.
Assessing the effectiveness and accuracy of data sources and data gathering techniques.",no info
"Analyst II, Data Science",business/data analyst,Moneris Solutions Corporation,Etobicoke,, ON,NO,,Partner with data engineering and data analytics teams to use and understand data pipelines for data science usage.,no info
securities research analyst,business/data analyst,Vincent Investment Products Inc.,Unionville,, ON,NO,$36 - $39 an hour,"Business Equipment and Computer Applications.
Evaluate financial risk, prepare financial forecasts, financing scenarios and other documents concerning capital…",no info
Search Engine Optimization Senior Analyst,business/data analyst,Accenture,Montreal,, QC,NO,,"Defining and building keyword lists based on clients’ objectives and market opportunity, using a mix of proprietary tools, analytics data, and PPC data.",no info
Accounting Analyst - Data Entry and Invoicing,business/data analyst,Aya Payments,Charlottetown,, PE,NO,"$30,000 - $45,000 a year","Day to day administrative tasks including data entry and analyzing spreadsheets.
Aya Payments is in the dynamic field of health and financial technology.",no info
Strategic Business Analyst,business/data analyst,CMLS Financial Ltd.,Vancouver,, BC,NO,,"Experience working with PowerPoint and the ability to present data in a meaningful and impactful way.
When appropriate/required, the analyst will lead business…",experience required
Junior IT Business Analyst,business/data analyst,BBA,Mont-Saint-Hilaire,, QC,NO,,"Design processes and map data models.
Reporting to the Team Leader, Business Analysis and Architecture, the IT Business Analyst (BA) links the needs of business…",no info
Business Analyst,business/data analyst,Absolute,Vancouver,, BC,NO,,"Developing custom data models and algorithms to apply to data sets.
Assessing the effectiveness and accuracy of data sources and data gathering techniques.",no info
"analyst, business - computer systems",business/data analyst,Vision Investment Group,Cambridge,, ON,NO,$38.60 - $40.00 an hour,"Assess physical and technical security risks to data, software and hardware.
Computer hardware or software retailer/wholesaler.",no info
"Business Analyst, System Optimization (Performance Reporting)",business/data analyst,Fraser Health,Surrey,, BC,NO,,"Provide leadership and support to the System Optimization department by applying expert knowledge in user research, data analysis, data mining and performance…",no info
Senior Data Analyst - Data Warehouse Services,business/data analyst,MindGeek Careers,Montreal,, QC,NO,,"Analyze data and structure from data marts.
They are responsible for storing vast quantities of data from many sources and responsible for disseminating data…",no info
Business Intelligence Developer,software developer,Fuel Transport Inc.,Lasalle,, QC,NO,,"Experience using ETL tools to extract, transform and load data across multiple data sources.
Develop and maintain data connections to/from various data sources…",experience required
Junior Business Analyst,business/data analyst,Charger Logistics Inc.,Brampton,, ON,NO,,"Extensive knowledge and experience with all aspects of Requirements Management: Business Process Modeling, Use Case modeling, use case specifications, data flow…",experience required
Utility and Energy Data Analyst Student,business/data analyst,Ottawa Community Housing,Ottawa,, ON,NO,$14.25 - $15.25 an hour,"Perform quality control of utility data.
Understanding of basic accounting principles and financial data manipulation.
Other administrative tasks as required.",no info
Data Analyst,business/data analyst,Rogers Authorized Dealer,Saskatoon,, SK,NO,"$35,000 - $55,000 a year","To analyze and take ownership of all data from carrier commissions to customer CRM data.
Analyze consumer lifecycle, lifetime value and create recommendations…",no info
Business Partner Data Analyst,business/data analyst,SOTI Inc.,Mississauga,, ON,NO,,Develop data integration processes to integrate disparate data sets into a cohesive data model in support of BI and analytical requirements.,no info
Intermediate Business Analyst,business/data analyst,Miipe Quality Solutions,Toronto,, ON,NO,,"You have the ability to leverage insights from data and metrics to make recommendations.
You are analytical and understand the basic principles of working with…",no info
Logistics Analyst,business/data analyst,Lafarge Canada,Mississauga,, ON,NO,,"Analyze data to identify specific actions by markets and down to the individual plant to improve operational effectiveness.
Provide training for digital tools.",no info
Business Analytics Analyst,business/data analyst,OLG,Toronto,, ON,NO,,"Extract meaningful data from large, complex databases using SQL and transform the data into insights for the business.",no info
Senior Data Analyst,business/data analyst,Ernst & Young,Halifax,, NS,NO,,"Experience with data virtualization, data automation, data architecture.
Bachelor’s degree in computer science, mathematics, data science, informatics, data…",experience required
DevOps Analyst,business/data analyst,TMX Group Limited,Montreal,, QC,NO,,"Ability to quickly identify issues and performance bottlenecks by recognizing patterns in data analytics.
Knowledge of FIX protocol, order management system and…",no info
Sr Business Systems Analyst,business/data analyst,The Co-operators,Guelph,, ON,NO,,"Performing detailed data analysis, data modeling, mapping and flow to support system functionality, integrations and conversations.",no info
BI Analyst,business/data analyst,Manulift,Saint-Augustin,, QC,NO,,"Help IT support with data issues;
Prepare, clean, and model the data;
College diploma or bachelor’s degree in computer science;",no info
Client Data Analyst,business/data analyst,McKinsey & Company,Toronto,, ON,NO,,"5+ years of data analysis experience exploring big data with the express purpose of deriving insightful, marketable output.",experience required
Sales Operations Analyst,business/data analyst,Nestle,North York,, ON,NO,,"Maintain and update CRM master data and manage data rules.
Monitor and improve data quality.
Support and resolve user access or data entry issues.",no info
"Data Analyst - Manager, Policy & Programs",business/data analyst,Impact Recruitment,Abbotsford,, BC,NO,"$75,000 - $85,000 a year","Gathers data from various sources, analyzing findings and reporting statistics.
Prior experience gathering data from multiple sources, generating reports and…",experience required
Member Data Analyst,business/data analyst,Connect First Credit Union,Calgary,, AB,NO,,"Writes queries and programs to connect multiple data sources, import data, and transform data for use in business intelligence applications.",no info
"Analyste, Planification et Analyse Financères / Analyst, FP&A",business/data analyst,Plusgrade,Montreal,, QC,NO,,"Identify opportunities to improve business processes and decisions using data analytics.
Develop various reporting tools, such as dashboards, using data…",no info
SharePoint Business Analyst/Consultant,business/data analyst,CGI Inc,Montreal,, QC,NO,,"Expertise in business process analysis, data analysis and requirements documentation;
Work with business to determine taxonomy and reference data management…",no info
Junior Data Analyst,business/data analyst,Ayima,Vancouver,, BC,NO,,"Familiarity with digital marketing data sources.
You will support the SEO and Paid Media teams by building and maintaining custom Data Studio reports,…",no info
Employer Data Analyst,business/data analyst,Ontario Pension Board,Toronto,, ON,NO,,"Resolve any data clean up identified by the automated processes for leaves, immediate pensions and pre-retirement termination cases.",no info
Waste Management Analyst,business/data analyst,City of Richmond Hill,Richmond Hill,, ON,NO,$40.65 - $47.82 an hour,"Conduct research, benchmark and analyze data to provide service level recommendations for consideration by the Manager.
Rate of Pay $40.65 - $47.82 Hourly.",no info
Senior Inventory Analyst (NTD) - Burlington,business/data analyst,National Tire Distributors,Burlington,, ON,NO,,"Proven ability to manage and organize large amounts of data, providing statistical analysis.
Strong interpersonal and communication skills, and excel at working…",no info
Senior Contact Centre Business Systems Analyst,business/data analyst,MAXIMUS BC HEALTH INC.,Victoria,, BC,NO,,"CVP changes including VXML scripts, CVP ports, and .wav files.
The Contact Centre BSA will have a good overall understanding of Contact Centre requirements and…",no info
"Business Analyst, Technology Success (Spanish Fluency)",business/data analyst,FoodX,Vancouver,, BC,NO,,"Align with clients to build long term relationships that further business value for both the client and FoodX.
Lead client discovery and workshop sessions.",no info
Business Analyst- Environmental,business/data analyst,Cority,Toronto,, ON,NO,,"Gather, research and develop requirements to continually improve the product.
The self-starting individual should have a minimum of two years experience working…",experience required
database analyst,business/data analyst,Aarwiz International Inc.,Brampton,, ON,NO,$39 an hour,"Research and document data requirements, data collection and administration policy, and data access rules.
Operate database management systems to analyze data.",no info
"Reporting Analyst, PMO",business/data analyst,Vancouver Airport Authority,Richmond,, BC,NO,,"Develop efficient methods of data capture, extraction and data analysis processes/systems.
Ensure data integrity and controls are current.",no info
Analyst,business/data analyst,Brainhunter Systems Ltd,Toronto,, ON,NO,,"#Data Analysis #Reporting Skills #Advanced Excel #Pivot Tables #Vlookup #Macros #SQL queries*.
Our prestigious client is looking for a talented and experienced…",experience required
Analyst/Administrative Assistant,business/data analyst,Vancouver Coastal Health,Vancouver,, BC,NO,,"Provide confidential administrative and secretarial assistance and research support to the Executive Director, Safety, Health and Wellness and to the Safety,…",no info
"Analyst, Research (Industrial & Logistics)",business/data analyst,CBRE,Toronto,, ON,NO,,Reviews and evaluates data results collected by themselves and others within the research team to ensure accuracy and comprehensiveness of research data and…,no info
Data Warehouse Analyst,business/data analyst,JDI IT,Saint John,, NB,NO,,"Troubleshoot issues with business data and data solutions.
Using your ability to translate technical design into physical data objects and procedures, you will…",no info
Junior Business Analyst,business/data analyst,Charger Logistics Inc.,Brampton,, ON,NO,,"Extensive knowledge and experience with all aspects of Requirements Management: Business Process Modeling, Use Case modeling, use case specifications, data flow…",experience required
Business Intelligence Analyst,business/data analyst,Prospera Credit Union,Surrey,, BC,NO,,"In-depth knowledge of business theory, marketing practices, research practices and product development processes.
Data Driven Decisions and Business Insights.",no info
Client Tech Analyst I,business/data analyst,CDK Global,London,, ON,NO,,"CDK Global solutions automate and integrate critical processes from pre-sale targeted advertising to the sale, financing, insurance, parts supply, repair and…",no info
"SENIOR ANALYST, DATA TEAM",business/data analyst,Extendicare,Markham,, ON,NO,,"Create data retrieval scripts or other approaches as appropriate for data in non SQL DB format.
Perform in-depth data analysis on legacy data sets including.",no info
"Analyst, Internal Reporting",business/data analyst,Morneau Shepell,Montreal,, QC,NO,,"Possess strong skills in understanding, manipulating, and analyzing data, and can facilitate data-driven decision.",no info
"Business Analyst, Technology Success (Spanish Fluency)",business/data analyst,FoodX,Vancouver,, BC,NO,,"Align with clients to build long term relationships that further business value for both the client and FoodX.
Lead client discovery and workshop sessions.",no info
Senior Database Analyst,business/data analyst,Infrastructure Ontario,Toronto,, ON,NO,,"Provide technical leadership across a broad range of data analysis functions including data modeling, structured query language (SQL), data quality, data…",no info
Vulnerability and Assurance Management Analyst,business/data analyst,CGI Inc,Canada,,Remote,Remote,,"Monitor data to identify changes in security trends.
Regularly examine data reports to locate and resolve discrepancies throughout.",no info
Sales Operations Analyst,business/data analyst,Nestle,North York,, ON,NO,,"Maintain and update CRM master data and manage data rules.
Monitor and improve data quality.
Support and resolve user access or data entry issues.",no info
"Business Analyst, PMO",business/data analyst,KORE Software,Vancouver,, BC,NO,,"Comprised of KORE Software and KPI (KORE Planning and Insights), KORE provides leading B2B SaaS software to more than 500 sports properties worldwide, providing…",no info
Database Administrator / BI Developer - Sporting Life Group,software developer,Golf Town Limited,Vaughan,, ON,NO,,"Management of a data warehouse.
The candidate will be the subject matter expert with regards to all aspects of data, databases and data integrations for Golf…",no info
Business Intelligence Developer,software developer,Fuel Transport Inc.,Lasalle,, QC,NO,,"Experience using ETL tools to extract, transform and load data across multiple data sources.
Develop and maintain data connections to/from various data sources…",experience required
Data Analyst,business/data analyst,Amilia,Montreal,, QC,NO,,"A strong understanding of data analysis concepts;
Proficient in visualizing data and building reports and dashboards;
Advanced knowledge of SQL and Excel;",no info
Data Analyst,business/data analyst,Avison Young,Toronto,, ON,NO,,"Review and enhancing data from users and data feeds fueling platform.
Reviewing and enhancing data in data feeds from internal systems and processes.",no info
Sales Analyst,business/data analyst,Chemtrade Logistics,Toronto,, ON,NO,"$70,000 - $75,000 a year","Solid analytical problem solving skills, including ability to analyze data and develop appropriate insights.
This position will serve as a key support position…",no info
Senior Inventory Analyst (NTD) - Burlington,business/data analyst,National Tire Distributors,Burlington,, ON,NO,,"Proven ability to manage and organize large amounts of data, providing statistical analysis.
Strong interpersonal and communication skills, and excel at working…",no info
Client Tech Analyst I,business/data analyst,CDK Global,London,, ON,NO,,"CDK Global solutions automate and integrate critical processes from pre-sale targeted advertising to the sale, financing, insurance, parts supply, repair and…",no info
Senior Contact Centre Business Systems Analyst,business/data analyst,MAXIMUS BC HEALTH INC.,Victoria,, BC,NO,,"CVP changes including VXML scripts, CVP ports, and .wav files.
The Contact Centre BSA will have a good overall understanding of Contact Centre requirements and…",no info
Ecommerce Analyst,business/data analyst,DFO Global Performance Commerce Limited,Toronto,, ON,NO,,"Analyze data from customer service to improve marketing and product quality.
A challenging position exists as an Ecommerce Analyst responsible for analyzing…",no info
Business Analyst,business/data analyst,Absolute,Vancouver,, BC,NO,,"Developing custom data models and algorithms to apply to data sets.
Assessing the effectiveness and accuracy of data sources and data gathering techniques.",no info
Business Partner Data Analyst,business/data analyst,SOTI Inc.,Mississauga,, ON,NO,,Develop data integration processes to integrate disparate data sets into a cohesive data model in support of BI and analytical requirements.,no info
Data Quality Analyst,business/data analyst,Home Trust Company,Toronto,, ON,NO,,"Experience with data quality and data governance procedures and practices.
1-3 years of experience analyzing, profiling, reporting and managing data issues for…",experience required
"Senior Advisor, Business intelligence",others,Desjardins,Montreal,, QC,NO,,"As a senior business intelligence advisor, you help develop and use tools and methods to collect, compile, model and restore the organization’s physical and non…",no info
Business Analyst / Project Manager 3166941,business/data analyst,Morgan Stanley,Montreal,, QC,NO,,"Knowledge of trades data, positions data, reference data.
Partner with data providers to ensure model requirements are met.
EDUCATION LEVEL: Bachelor's Degree.",no info
SAP Business Analyst,business/data analyst,Capital Regional District,Victoria,, BC,NO,$45.72 - $51.85 an hour,"Experience working within an Enterprise Architecture, where systems and data have many inter-relationships and dependencies and an understanding of the critical…",experience required
Senior Enterprise Insights Analyst,business/data analyst,First West Credit Union,Langley,, BC,NO,,"Strong analytical, data mining and creative problem solving skills.
The Senior Enterprise Insights Analyst, will work collaboratively with managers and analysts…",no info
Data Analyst,business/data analyst,360insights,Whitby,, ON,NO,,"Extract and assemble data from various sources (flat files, relational database and data warehouses) according to business logic of entity relationships.",no info
Actuarial Analyst,business/data analyst,Morneau Shepell,Halifax,, NS,NO,,"Manages data validations, data handling through use of data software tools;
Runs data queries and analyzes data;
Excellent analytical and mathematical skills;",no info
Business Analyst to Director,business/data analyst,Vancouver Coastal Health,Vancouver,, BC,NO,,"Three (3) years’ recent, related experience in a complex health care environment with progressively more responsible experience in information analysis,…",experience required
Initiative - Senior Data Analyst,business/data analyst,IPG Mediabrands,Toronto,, ON,NO,,"Analyze data to recommend campaign execution and visualization improvements, based on data and observed trends.
Keenness to learn new platforms and technology.",no info
"Senior Analyst, Physical Metal Settlements",business/data analyst,BMO Financial Group,Montreal,, QC,NO,,"Analyzes data and information to provide insights and recommendations.
May assist in the coordination of work flow and activities of the team, including…",no info
Senior Data Analyst - Remote,business/data analyst,Tucows,Ontario,,ON,Remote,,"You'll then work with Data Engineers to build data pipelines, acquiring data from source systems and moving it through our data hierarchy, from messy and raw to…",no info
Utility and Energy Data Analyst Student,business/data analyst,Ottawa Community Housing,Ottawa,, ON,NO,$14.25 - $15.25 an hour,"Perform quality control of utility data.
Understanding of basic accounting principles and financial data manipulation.
Other administrative tasks as required.",no info
Business Analyst,business/data analyst,TELUS,Quebec Province,,QC,NO,,"We are also responsible for enabling, accelerating, and measuring marketing campaigns through customer data enrichment, marketing technology, and campaign…",no info
Senior Data Analyst - Data Warehouse Services,business/data analyst,MindGeek Careers,Montreal,, QC,NO,,"Analyze data and structure from data marts.
They are responsible for storing vast quantities of data from many sources and responsible for disseminating data…",no info
Data Analyst,business/data analyst,theScore Inc.,Toronto,, ON,NO,,"Drive the data strategy across multiple listening posts (web, mobile, social, surveys, CRM and, market research).
2+ years of related experience.",experience required
Channels Analyst,business/data analyst,BMO Financial Group,Toronto,, ON,NO,,"Analyze data to drive business decisions and actionable recommendations.
Strong experience within data preparation, data analysis, and statistical tool sets…",experience required
Senior Enterprise Insights Analyst,business/data analyst,First West Credit Union,Langley,, BC,NO,,"Strong analytical, data mining and creative problem solving skills.
The Senior Enterprise Insights Analyst, will work collaboratively with managers and analysts…",no info
IT (information technology) business analyst,business/data analyst,BIZ EMPOWER INC.,Mississauga,, ON,NO,$41 an hour,"Assess physical and technical security risks to data, software and hardware.
Confer with clients to identify and document requirements.",no info
Data Analyst,business/data analyst,360insights,Whitby,, ON,NO,,"Extract and assemble data from various sources (flat files, relational database and data warehouses) according to business logic of entity relationships.",no info
Business Intelligence Analyst,business/data analyst,Westminster Savings Credit Union,Surrey,, BC,NO,,"In-depth knowledge of business theory, marketing practices, research practices and product development processes.
Data Driven Decisions and Business Insights.",no info
Supply Chain Data Analyst,business/data analyst,Septodont,Cambridge,, ON,NO,,"Creates and analyzes reports for planning and scheduling related activities such as inventory, backorders, supply/demand, consolidated forecasts, production…",no info
Operations Research Analyst,business/data analyst,Providence Health Care,Vancouver,, BC,NO,,"Work closely with the team to gather data requirements for various data initiatives and other data consumption needs.
Experience with SQL, CPLEX, and Visio.",experience required
Data Governance Analyst,business/data analyst,GS1 Canada,Toronto,, ON,NO,,"Maintain common data dictionaries for key data sources, tools and methods that support data standards for the organization.
Full-Time Contract(12 months).",no info
Analyst - Cost Reduction,business/data analyst,Schooley Mitchell,Stratford,, ON,NO,"$40,000 a year","Analyze data for areas for cost savings and errors.
Aptitude to work with large amounts of data and to manage it effectively.
Job Type: full-time, permanent.",no info
"Analyst, Business Systems",business/data analyst,NorthwesTel,Whitehorse,, YT,NO,,"Develops complex unit, system and integration test specifications and maintains documentation and data models.
Net, PHP, HTML, Javascript, XML, DHTML, CSS.",no info
